C_size,A_size,log2(nwords),difficulty,#points,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
20, 20, 9.000000, 6, 104770501, 1663236, 20.665561, 92698, 16.500251, 652, 454.815604
20, 20, 9.000000, 6, 726159160, 11574086, 23.464395, 642544, 19.293436, 4538, 16335.677526
20, 20, 9.000000, 6, 84677719, 1348574, 20.363003, 74776, 16.190288, 528, 632.911650
20, 20, 9.000000, 6, 20818177, 329193, 18.328574, 18316, 14.160817, 129, 377.123214
20, 20, 9.000000, 6, 951177535, 15147582, 23.852584, 840933, 19.681631, 5939, 4493.271868
20, 20, 9.000000, 6, 982997872, 15639860, 23.898724, 868388, 19.727980, 6131, 24060.963515
20, 20, 9.000000, 6, 412150143, 6573914, 22.648321, 363684, 18.472326, 2577, 1781.524746
20, 20, 9.000000, 6, 15693177, 248331, 17.921905, 14144, 13.787903, 97, 233.976166
20, 20, 9.000000, 6, 3282273462, 52230146, 25.638379, 2903594, 21.469408, 20478, 20204.496038
20, 20, 9.000000, 6, 708273291, 11273628, 23.426449, 628093, 19.260619, 4420, 14146.294489
20, 20, 9.000000, 6, 102351592, 1629981, 20.636424, 90259, 16.461783, 639, 1068.464145
20, 20, 9.000000, 6, 380783758, 6050372, 22.528592, 339491, 18.373014, 2372, 6197.024549
20, 20, 9.000000, 6, 648472975, 10313006, 23.297962, 574980, 19.133152, 4043, 8469.556901
20, 20, 9.000000, 6, 520535968, 8277251, 22.980720, 459529, 18.809796, 3244, 10665.496217
20, 20, 9.000000, 6, 51803741, 824674, 19.653464, 45824, 15.483816, 323, 669.556936
20, 20, 9.000000, 6, 86250878, 1368743, 20.384420, 76559, 16.224284, 536, 1838.176138
20, 20, 9.000000, 6, 172763136, 2750726, 21.391381, 153015, 17.223314, 1078, 1243.602619
20, 20, 9.000000, 6, 425174547, 6750822, 22.686632, 377430, 18.525850, 2646, 7054.135784
20, 20, 9.000000, 6, 92387552, 1472958, 20.490285, 81457, 16.313751, 577, 1152.828373
20, 20, 9.000000, 6, 118186219, 1883730, 20.845161, 104218, 16.669245, 738, 1015.102125
20, 20, 9.000000, 6, 6992182, 112725, 16.782448, 6202, 12.598518, 44, 32.324485
20, 20, 9.000000, 6, 665108093, 10565445, 23.332850, 588266, 19.166109, 4143, 9283.967913
20, 20, 9.000000, 6, 381793885, 6061058, 22.531138, 338663, 18.369491, 2376, 2245.305856
20, 20, 9.000000, 6, 68072362, 1088263, 20.053596, 60623, 15.887578, 426, 1396.392275
20, 20, 9.000000, 6, 478289766, 7622317, 22.861798, 423299, 18.691318, 2988, 6609.593450
20, 20, 9.000000, 6, 41314307, 657127, 19.325813, 36839, 15.168946, 257, 958.270781
20, 20, 9.000000, 6, 62549581, 995540, 19.925120, 55587, 15.762460, 390, 494.966433
20, 20, 9.000000, 6, 327638800, 5207223, 22.312083, 291530, 18.153285, 2041, 6899.831599
20, 20, 9.000000, 6, 239506213, 3812044, 21.862133, 211810, 17.692411, 1494, 1675.860295
20, 20, 9.000000, 6, 144305234, 2283818, 21.123016, 128876, 16.975624, 895, 1730.064816
20, 20, 9.000000, 6, 497375109, 7909604, 22.915174, 442014, 18.753733, 3101, 2215.127735
20, 20, 9.000000, 6, 301830610, 4810309, 22.197698, 267392, 18.028597, 1886, 6807.620351
20, 20, 9.000000, 6, 85043280, 1357534, 20.372557, 75398, 16.202239, 532, 390.629648
20, 20, 9.000000, 6, 942614496, 14979265, 23.836463, 833972, 19.669639, 5872, 9961.315455
20, 20, 9.000000, 6, 72708390, 1160111, 20.145831, 64057, 15.967069, 454, 685.568543
20, 20, 9.000000, 6, 207861296, 3307092, 21.657132, 183140, 17.482587, 1296, 4033.085429
20, 20, 9.000000, 6, 305947719, 4876962, 22.217551, 270002, 18.042611, 1912, 7242.923037
20, 20, 9.000000, 6, 472095661, 7507503, 22.839902, 418755, 18.675747, 2943, 6239.723510
20, 20, 9.000000, 6, 67009470, 1065009, 20.022434, 59517, 15.861014, 417, 771.308463
20, 20, 9.000000, 6, 78930303, 1248424, 20.251677, 70304, 16.101319, 489, 1266.188689
20, 20, 9.000000, 6, 59797541, 953956, 19.863563, 52373, 15.676536, 373, 1035.740326
20, 20, 9.000000, 6, 222335463, 3526035, 21.749615, 196786, 17.586268, 1382, 977.851962
20, 20, 9.000000, 6, 244742331, 3906841, 21.897571, 216803, 17.726025, 1531, 3302.743822
20, 20, 9.000000, 6, 495361542, 7880941, 22.909936, 440039, 18.747272, 3090, 9970.045237
20, 20, 9.000000, 6, 1304487811, 20726821, 24.304996, 1154173, 20.138428, 8126, 26606.780182
20, 20, 9.000000, 6, 1119339204, 17825613, 24.087448, 991549, 19.919325, 6989, 6304.261389
20, 20, 9.000000, 6, 82590377, 1306865, 20.317679, 73091, 16.157406, 512, 1463.940519
20, 20, 9.000000, 6, 9719944, 154002, 17.232590, 8392, 13.034799, 60, 200.318695
20, 20, 9.000000, 6, 75991983, 1210973, 20.207735, 67359, 16.039583, 474, 2794.317622
20, 20, 9.000000, 6, 1374995221, 21855997, 24.381526, 1216053, 20.213775, 8570, 13629.412220
20, 20, 9.000000, 6, 223916585, 3564175, 21.765137, 197825, 17.593865, 1397, 1117.984908
20, 20, 9.000000, 6, 22057165, 352820, 18.428573, 19836, 14.275834, 138, 453.262387
20, 20, 9.000000, 6, 191056174, 3048090, 21.539474, 168150, 17.359389, 1195, 3968.038332
20, 20, 9.000000, 6, 188850878, 3011490, 21.522046, 167424, 17.353147, 1181, 1801.417140
20, 20, 9.000000, 6, 1276475441, 20313042, 24.275903, 1129806, 20.107644, 7964, 6690.573930
20, 20, 9.000000, 6, 97158144, 1547757, 20.561748, 86135, 16.394312, 606, 1433.591095
20, 20, 9.000000, 6, 76527174, 1228598, 20.228582, 67572, 16.044138, 481, 1500.609363
20, 20, 9.000000, 6, 888668235, 14163604, 23.755685, 784494, 19.581403, 5553, 4390.292816
20, 20, 9.000000, 6, 63201607, 1005774, 19.939875, 55490, 15.759940, 394, 1308.106910
20, 20, 9.000000, 6, 160163930, 2555980, 21.285445, 141644, 17.111910, 1002, 1931.012047
20, 20, 9.000000, 6, 517076927, 8222748, 22.971189, 457413, 18.803138, 3223, 9846.992573
20, 20, 9.000000, 6, 1060279151, 16864893, 24.007520, 936560, 19.837012, 6612, 6403.472373
20, 20, 9.000000, 6, 578516671, 9194375, 23.132320, 512291, 18.966604, 3605, 12604.834862
20, 20, 9.000000, 6, 64963605, 1038114, 19.985533, 57676, 15.815683, 407, 419.450780
20, 20, 9.000000, 6, 296368664, 4704299, 22.165548, 263315, 18.006430, 1844, 5976.950856
20, 20, 9.000000, 6, 69087694, 1091769, 20.058236, 61363, 15.905081, 428, 551.467902
20, 20, 9.000000, 6, 43789310, 695732, 19.408172, 39300, 15.262242, 272, 571.351266
20, 20, 9.000000, 6, 392792416, 6255816, 22.576767, 346837, 18.403898, 2452, 8092.350904
20, 20, 9.000000, 6, 116010908, 1833727, 20.806347, 103126, 16.654049, 718, 1210.874734
20, 20, 9.000000, 6, 61313200, 974263, 19.893952, 54361, 15.730284, 381, 287.604582
20, 20, 9.000000, 6, 226741345, 3585847, 21.773883, 201106, 17.617597, 1406, 2523.331522
20, 20, 9.000000, 6, 328668994, 5207361, 22.312121, 292217, 18.156681, 2041, 1509.022193
20, 20, 9.000000, 6, 328248586, 5216815, 22.314738, 291551, 18.153389, 2045, 7177.232107
20, 20, 9.000000, 6, 8710152, 139034, 17.085078, 7599, 12.891594, 54, 98.018589
20, 20, 9.000000, 6, 37480379, 597717, 19.189103, 33526, 15.032993, 234, 491.164095
20, 20, 9.000000, 6, 140181251, 2223435, 21.084359, 124687, 16.927952, 871, 901.675353
20, 20, 9.000000, 6, 223937273, 3564831, 21.765402, 198462, 17.598503, 1397, 1929.378465
20, 20, 9.000000, 6, 964846336, 15341416, 23.870928, 854549, 19.704804, 6015, 7409.704180
20, 20, 9.000000, 6, 1931559434, 30732303, 24.873253, 1709004, 20.704724, 12050, 36101.568765
20, 20, 9.000000, 6, 299860291, 4762836, 22.183389, 264974, 18.015491, 1867, 5541.691720
20, 20, 9.000000, 6, 67895281, 1083180, 20.046842, 60217, 15.877883, 424, 883.621177
20, 20, 9.000000, 6, 520954801, 8271897, 22.979787, 460432, 18.812629, 3242, 4505.106966
20, 20, 9.000000, 6, 519951676, 8263836, 22.978380, 462553, 18.819259, 3240, 11466.044193
20, 20, 9.000000, 6, 192938587, 3043833, 21.537458, 171351, 17.386595, 1193, 2508.936075
20, 20, 9.000000, 6, 326531784, 5195644, 22.308871, 288302, 18.137221, 2037, 3857.183942
20, 20, 9.000000, 6, 51375048, 815978, 19.638171, 45253, 15.465726, 319, 254.686090
20, 20, 9.000000, 6, 1208479492, 19258488, 24.198991, 1070060, 20.029260, 7551, 37741.308573
20, 20, 9.000000, 6, 131612752, 2094381, 20.998092, 116973, 16.835816, 821, 2879.137639
20, 20, 9.000000, 6, 265579089, 4223137, 22.009884, 234719, 17.840575, 1655, 1398.973360
20, 20, 9.000000, 6, 678563830, 10774973, 23.361181, 600318, 19.195367, 4223, 5641.745841
20, 20, 9.000000, 6, 355795432, 5646482, 22.428921, 316018, 18.269647, 2213, 8356.288260
20, 20, 9.000000, 6, 88346451, 1409390, 20.426639, 77961, 16.250465, 552, 1310.528982
20, 20, 9.000000, 6, 18812436, 303234, 18.210072, 16536, 14.013323, 118, 170.446393
20, 20, 9.000000, 6, 124791845, 1991960, 20.925757, 110140, 16.748979, 781, 2720.974349
20, 20, 9.000000, 6, 121601189, 1933473, 20.882763, 107947, 16.719964, 758, 2853.313939
20, 20, 9.000000, 6, 117661318, 1880644, 20.842795, 105030, 16.680442, 737, 1174.304289
20, 20, 9.000000, 6, 26316187, 416771, 18.668895, 23402, 14.514344, 163, 175.845986
20, 20, 9.000000, 6, 63189035, 997644, 19.928166, 55967, 15.772289, 391, 473.671658
20, 20, 9.000000, 6, 133776325, 2122326, 21.017215, 119318, 16.864452, 832, 685.372632
20, 20, 9.000000, 6, 126837067, 2021675, 20.947120, 111729, 16.769644, 792, 1187.754851
20, 20, 9.000000, 6, 1003400834, 15949393, 23.926998, 891043, 19.765136, 6253, 4844.691837
20, 20, 9.000000, 6, 216495916, 3425473, 21.707872, 192603, 17.555271, 1343, 4383.833422
20, 20, 9.000000, 6, 112482904, 1788109, 20.770003, 99857, 16.607576, 701, 1111.276200
20, 20, 9.000000, 6, 196219360, 3132109, 21.578703, 173411, 17.403836, 1228, 1172.190964
20, 20, 9.000000, 6, 64976955, 1030165, 19.974444, 57954, 15.822621, 403, 338.906687
20, 20, 9.000000, 6, 692918881, 11009653, 23.392266, 614448, 19.228931, 4316, 12554.359040
20, 20, 9.000000, 6, 384321612, 6111159, 22.543015, 339058, 18.371173, 2396, 2733.448346
20, 20, 9.000000, 6, 421018722, 6697366, 22.675162, 372604, 18.507284, 2626, 1997.655198
20, 20, 9.000000, 6, 88278088, 1410427, 20.427701, 78474, 16.259927, 553, 1341.791318
20, 20, 9.000000, 6, 389645788, 6205024, 22.565005, 345291, 18.397453, 2432, 1714.933575
20, 20, 9.000000, 6, 17057741, 273405, 18.060680, 14859, 13.859049, 107, 134.144786
20, 20, 9.000000, 6, 362793700, 5770625, 22.460296, 321769, 18.295666, 2262, 4111.008078
20, 20, 9.000000, 6, 40429707, 645765, 19.300650, 36028, 15.136831, 253, 191.342052
20, 20, 9.000000, 6, 827520165, 13180377, 23.651888, 732486, 19.482442, 5168, 15768.360274
20, 20, 9.000000, 6, 536000645, 8526107, 23.023456, 474803, 18.856970, 3343, 6388.221433
20, 20, 9.000000, 6, 405181399, 6439056, 22.618418, 359056, 18.453849, 2524, 1918.967364
20, 20, 9.000000, 6, 71045971, 1131959, 20.110390, 63267, 15.949166, 443, 1269.827524
20, 20, 9.000000, 6, 838171972, 13343738, 23.669660, 739950, 19.497068, 5232, 16216.192046
20, 20, 9.000000, 6, 493623574, 7857664, 22.905669, 435481, 18.732250, 3081, 4753.908410
20, 20, 9.000000, 6, 245040729, 3906111, 21.897302, 217563, 17.731074, 1531, 4823.394437
20, 20, 9.000000, 6, 383323988, 6105065, 22.541575, 339988, 18.375124, 2394, 3950.823061
20, 20, 9.000000, 6, 32466930, 516512, 18.978442, 28502, 14.798776, 202, 254.683768
20, 20, 9.000000, 6, 162204429, 2595366, 21.307507, 143282, 17.128498, 1017, 1562.476146
20, 20, 9.000000, 6, 1085598023, 17257889, 24.040753, 960696, 19.873720, 6766, 8400.613343
20, 20, 9.000000, 6, 128448856, 2038978, 20.959415, 114042, 16.799206, 799, 2956.915855
20, 20, 9.000000, 6, 67242427, 1068392, 20.027010, 59815, 15.868220, 418, 724.052134
20, 20, 9.000000, 6, 1477647028, 23493428, 24.485754, 1308431, 20.319406, 9211, 17701.223225
20, 20, 9.000000, 6, 828403060, 13189976, 23.652939, 733074, 19.483599, 5171, 13368.474092
20, 20, 9.000000, 6, 406006316, 6462620, 22.623688, 359135, 18.454167, 2533, 4243.262409
20, 20, 9.000000, 6, 559740225, 8898357, 23.085108, 496177, 18.920495, 3488, 3053.975726
20, 20, 9.000000, 6, 281042437, 4477563, 22.094282, 248003, 17.919998, 1755, 5466.728363
20, 20, 9.000000, 6, 201386565, 3214225, 21.616039, 178517, 17.445702, 1260, 1372.933893
20, 20, 9.000000, 6, 531779501, 8463305, 23.012790, 472339, 18.849463, 3317, 11772.169551
20, 20, 9.000000, 6, 175218594, 2792925, 21.413345, 155222, 17.243974, 1095, 3574.479880
20, 20, 9.000000, 6, 238652486, 3780859, 21.850283, 211948, 17.693351, 1482, 1084.795912
20, 20, 9.000000, 6, 943642853, 15024736, 23.840836, 836535, 19.674066, 5891, 19392.230379
20, 20, 9.000000, 6, 344658518, 5495116, 22.389719, 304655, 18.216817, 2155, 2977.824358
20, 20, 9.000000, 6, 146315069, 2316684, 21.143630, 129677, 16.984563, 908, 1087.009500
20, 20, 9.000000, 6, 203246517, 3231461, 21.623755, 179462, 17.453319, 1266, 2941.795324
20, 20, 9.000000, 6, 161801817, 2563638, 21.289761, 143302, 17.128699, 1005, 1203.616117
20, 20, 9.000000, 6, 51443864, 829986, 19.662727, 44929, 15.455359, 325, 230.021819
20, 20, 9.000000, 6, 476658338, 7578068, 22.853399, 423254, 18.691164, 2971, 10220.876238
22, 22, 10.000000, 7, 2770251496, 21891070, 24.383839, 1222382, 20.221264, 4292, 27803.356426
22, 22, 10.000000, 7, 3790480498, 29933332, 24.835250, 1672121, 20.673248, 5868, 63034.372074
22, 22, 10.000000, 7, 782919874, 6179721, 22.559110, 347865, 18.408168, 1211, 3182.231441
22, 22, 10.000000, 7, 162324093, 1277010, 20.284338, 71344, 16.122504, 250, 653.592653
22, 22, 10.000000, 7, 1485365048, 11742263, 23.485207, 655016, 19.321171, 2302, 10494.264328
22, 22, 10.000000, 7, 996641348, 7887701, 22.911173, 439043, 18.744003, 1546, 4061.476267
22, 22, 10.000000, 7, 464090618, 3671914, 21.808101, 203992, 17.638153, 719, 1934.600642
22, 22, 10.000000, 7, 478635296, 3779303, 21.849689, 209141, 17.674116, 740, 2062.561366
22, 22, 10.000000, 7, 1407836233, 11098900, 23.403913, 623159, 19.249241, 2175, 16631.263681
22, 22, 10.000000, 7, 1257943077, 9941955, 23.245098, 558984, 19.092447, 1949, 28508.981833
22, 22, 10.000000, 7, 73269042, 575203, 19.133712, 32895, 15.005581, 112, 852.916317
22, 22, 10.000000, 7, 142945448, 1128992, 20.106604, 62981, 15.942629, 221, 3742.372241
22, 22, 10.000000, 7, 1659991213, 13119654, 23.645226, 731660, 19.480814, 2572, 13212.992908
22, 22, 10.000000, 7, 867790365, 6869820, 22.711841, 383302, 18.548122, 1346, 9368.244317
22, 22, 10.000000, 7, 50063320, 396044, 18.595301, 22087, 14.430910, 77, 529.880275
22, 22, 10.000000, 7, 3475538574, 27463853, 24.711031, 1538193, 20.552805, 5384, 17154.400837
22, 22, 10.000000, 7, 258975425, 2040800, 20.960703, 113883, 16.797193, 400, 2558.631986
22, 22, 10.000000, 7, 95415544, 750097, 19.516718, 41997, 15.357999, 147, 396.193205
22, 22, 10.000000, 7, 4897096256, 38736857, 25.207204, 2163732, 21.045090, 7595, 28646.759515
22, 22, 10.000000, 7, 220780526, 1741095, 20.731563, 97551, 16.573869, 341, 934.332577
22, 22, 10.000000, 7, 462737527, 3647575, 21.798506, 203997, 17.638188, 715, 9925.968716
22, 22, 10.000000, 7, 4488612249, 35477509, 25.080401, 1980725, 20.917597, 6955, 31478.939750
22, 22, 10.000000, 7, 697541849, 5524578, 22.397433, 306239, 18.224298, 1083, 5122.920285
22, 22, 10.000000, 7, 1335931146, 10558901, 23.331956, 589880, 19.170062, 2070, 9058.149357
22, 22, 10.000000, 7, 352702746, 2787857, 21.410725, 156211, 17.253137, 546, 2522.035363
22, 22, 10.000000, 7, 750263355, 5944477, 22.503118, 328851, 18.327075, 1165, 8258.984293
22, 22, 10.000000, 7, 1378602031, 10877183, 23.374802, 612637, 19.224673, 2132, 20004.580166
22, 22, 10.000000, 7, 4479663655, 35437871, 25.078789, 1972357, 20.911489, 6948, 26514.272666
22, 22, 10.000000, 7, 3488950596, 27577795, 24.717004, 1537888, 20.552519, 5406, 31703.213201
22, 22, 10.000000, 7, 79766839, 626652, 19.257305, 35074, 15.098114, 122, 351.968881
22, 22, 10.000000, 7, 1910296118, 15099604, 23.848007, 843956, 19.686808, 2960, 21594.460507
22, 22, 10.000000, 7, 3121553191, 24678967, 24.556779, 1376849, 20.392939, 4839, 14666.388824
22, 22, 10.000000, 7, 1146055966, 9038060, 23.107582, 503490, 18.941604, 1771, 25573.676986
22, 22, 10.000000, 7, 1973897730, 15638739, 23.898621, 869531, 19.729878, 3065, 10019.318170
22, 22, 10.000000, 7, 2745514024, 21784545, 24.376802, 1208179, 20.204403, 4271, 12916.295872
22, 22, 10.000000, 7, 7561314502, 59809194, 25.833864, 3335629, 21.669527, 11726, 76997.481204
22, 22, 10.000000, 7, 810931546, 6414109, 22.612817, 358729, 18.452535, 1257, 8231.457623
22, 22, 10.000000, 7, 1592033241, 12567708, 23.583218, 705336, 19.427951, 2464, 14739.558236
22, 22, 10.000000, 7, 1408130413, 11155756, 23.411285, 620619, 19.243348, 2187, 6879.980004
22, 22, 10.000000, 7, 2124992368, 16798454, 24.001825, 937597, 19.838608, 3293, 8987.514383
22, 22, 10.000000, 7, 925375001, 7320561, 22.803523, 408251, 18.639097, 1435, 3945.899512
22, 22, 10.000000, 7, 299747243, 2385314, 21.185748, 131642, 17.006260, 467, 2239.633859
22, 22, 10.000000, 7, 35712645, 280875, 18.099569, 15683, 13.936914, 55, 141.716982
22, 22, 10.000000, 7, 1343785828, 10634618, 23.342265, 591229, 19.173358, 2085, 5501.306144
22, 22, 10.000000, 7, 3096476, 24421, 14.575835, 1300, 10.344296, 4, 46.345672
22, 22, 10.000000, 7, 3989596579, 31515940, 24.909578, 1763000, 20.749601, 6179, 64761.008886
22, 22, 10.000000, 7, 69528777, 551087, 19.071921, 30537, 14.898271, 107, 778.131643
22, 22, 10.000000, 7, 1214575182, 9642607, 23.200992, 536322, 19.032740, 1890, 13677.190623
22, 22, 10.000000, 7, 5553444188, 43922574, 25.388459, 2450131, 21.224427, 8611, 40861.084693
22, 22, 10.000000, 7, 3661650208, 28921321, 24.785630, 1617941, 20.625728, 5670, 47434.568351
22, 22, 10.000000, 7, 3003947098, 23776910, 24.503058, 1326355, 20.339036, 4662, 30357.545413
22, 22, 10.000000, 7, 212224838, 1675461, 20.676127, 94104, 16.521968, 328, 919.098388
22, 22, 10.000000, 7, 372118396, 2919860, 21.477468, 165874, 17.339728, 572, 7967.196190
22, 22, 10.000000, 7, 346808274, 2721718, 21.376086, 153943, 17.232037, 533, 4124.191240
22, 22, 10.000000, 7, 907191223, 7198587, 22.779282, 401132, 18.613718, 1411, 23021.458758
22, 22, 10.000000, 7, 509544979, 4025222, 21.940637, 224790, 17.778218, 789, 2144.274973
22, 22, 10.000000, 7, 5409266995, 42776035, 25.350299, 2389478, 21.188264, 8387, 66055.471997
22, 22, 10.000000, 7, 377991871, 2986999, 21.510265, 165798, 17.339067, 585, 9736.424405
22, 22, 10.000000, 7, 189102327, 1485627, 20.502641, 85000, 16.375175, 291, 3666.803995
22, 22, 10.000000, 7, 1404958234, 11090095, 23.402768, 623019, 19.248917, 2174, 5873.424298
22, 22, 10.000000, 7, 651034801, 5140000, 22.293337, 286979, 18.130586, 1007, 14851.683943
22, 22, 10.000000, 7, 3284372116, 25969518, 24.630316, 1450937, 20.468553, 5091, 35079.315307
22, 22, 10.000000, 7, 2734412448, 21616304, 24.365617, 1206878, 20.202848, 4238, 21688.412380
22, 22, 10.000000, 7, 1242714610, 9843977, 23.230810, 547287, 19.061938, 1930, 29749.328360
22, 22, 10.000000, 7, 2586417580, 20429123, 24.284124, 1141511, 20.122513, 4005, 20236.212196
22, 22, 10.000000, 7, 814995950, 6443105, 22.619325, 362368, 18.467096, 1264, 18113.908668
22, 22, 10.000000, 7, 3091869080, 24415635, 24.541302, 1365412, 20.380905, 4786, 14271.061785
22, 22, 10.000000, 7, 1284856915, 10154588, 23.275628, 568026, 19.115597, 1991, 13922.948026
22, 22, 10.000000, 7, 728079745, 5754415, 22.456238, 321836, 18.295966, 1128, 12534.227754
22, 22, 10.000000, 7, 120647366, 953393, 19.862712, 53088, 15.696098, 187, 2484.311807
22, 22, 10.000000, 7, 696607760, 5503667, 22.391962, 306743, 18.226671, 1079, 10257.120470
22, 22, 10.000000, 7, 1790914985, 14158568, 23.755172, 786820, 19.585674, 2775, 38364.631575
22, 22, 10.000000, 7, 483349867, 3826238, 21.867495, 211930, 17.693228, 750, 2065.547827
22, 22, 10.000000, 7, 3397712150, 26865866, 24.679271, 1502449, 20.518885, 5266, 19660.442410
22, 22, 10.000000, 7, 2482077752, 19600442, 24.224383, 1096468, 20.064432, 3842, 10614.858331
22, 22, 10.000000, 7, 2745754834, 21709136, 24.371799, 1212788, 20.209896, 4256, 11695.459593
22, 22, 10.000000, 7, 123693511, 969553, 19.886960, 55759, 15.766917, 190, 513.353296
22, 22, 10.000000, 7, 1516936827, 11992144, 23.515586, 669359, 19.352421, 2351, 7991.619747
22, 22, 10.000000, 7, 5920842053, 46838368, 25.481187, 2613004, 21.317278, 9183, 44386.021423
22, 22, 10.000000, 7, 903431051, 7146686, 22.768843, 396866, 18.598292, 1401, 3900.525321
22, 22, 10.000000, 7, 402048599, 3176791, 21.599139, 177044, 17.433748, 622, 7310.212330
22, 22, 10.000000, 7, 729338246, 5775744, 22.461575, 321293, 18.293530, 1132, 8014.653135
22, 22, 10.000000, 7, 1905602698, 15066963, 23.844885, 844944, 19.688496, 2954, 22743.332413
22, 22, 10.000000, 7, 1809499298, 14293614, 23.768867, 798887, 19.607632, 2802, 7566.199409
22, 22, 10.000000, 7, 1558979216, 12288589, 23.550816, 687953, 19.391950, 2409, 13511.836457
22, 22, 10.000000, 7, 1208082747, 9560065, 23.188589, 533495, 19.025115, 1874, 4984.711196
22, 22, 10.000000, 7, 1549040635, 12242933, 23.545446, 683761, 19.383133, 2400, 6828.351777
22, 22, 10.000000, 7, 4242166441, 33535020, 24.999165, 1869696, 20.834372, 6574, 23537.694570
22, 22, 10.000000, 7, 83152735, 658568, 19.328973, 36388, 15.151175, 129, 1292.070846
22, 22, 10.000000, 7, 809537074, 6378399, 22.604763, 358247, 18.450595, 1250, 3329.815643
22, 22, 10.000000, 7, 246225129, 1943780, 20.890434, 107736, 16.717141, 381, 5853.328316
22, 22, 10.000000, 7, 1595069430, 12631716, 23.590547, 702435, 19.422005, 2476, 30078.200438
22, 22, 10.000000, 7, 231697939, 1846170, 20.816104, 101759, 16.634797, 362, 974.468503
22, 22, 10.000000, 7, 453765091, 3599522, 21.779374, 199900, 17.608919, 705, 12524.828449
22, 22, 10.000000, 7, 1499799967, 11852877, 23.498734, 660595, 19.333407, 2323, 10611.552212
22, 22, 10.000000, 7, 7668488581, 60563163, 25.851937, 3387668, 21.691861, 11872, 69375.043963
22, 22, 10.000000, 7, 1749282378, 13824723, 23.720747, 772981, 19.560073, 2710, 12575.380202
22, 22, 10.000000, 7, 400714880, 3169305, 21.595735, 177584, 17.438142, 621, 1658.148194
22, 22, 10.000000, 7, 1441007344, 11399237, 23.442434, 633988, 19.274096, 2234, 12954.044522
22, 22, 10.000000, 7, 1789526837, 14155835, 23.754894, 788912, 19.589505, 2775, 28724.164289
22, 22, 10.000000, 7, 1198994079, 9463786, 23.173986, 530878, 19.018021, 1855, 8498.776777
22, 22, 10.000000, 7, 2163115636, 17122020, 24.029350, 953019, 19.862145, 3356, 47507.784496
22, 22, 10.000000, 7, 293410274, 2331437, 21.152788, 129378, 16.981233, 457, 2061.775965
22, 22, 10.000000, 7, 1263724937, 9968945, 23.249009, 556835, 19.086890, 1954, 17319.928262
22, 22, 10.000000, 7, 1891825582, 14935442, 23.832237, 836166, 19.673430, 2928, 37927.424506
22, 22, 10.000000, 7, 4503975494, 35584006, 25.084726, 1992107, 20.925864, 6976, 28619.646710
22, 22, 10.000000, 7, 279420659, 2204043, 21.071721, 124219, 16.922526, 432, 3254.124520
22, 22, 10.000000, 7, 309866926, 2463253, 21.232133, 135725, 17.050327, 483, 4955.068272
22, 22, 10.000000, 7, 908988366, 7169454, 22.773432, 403300, 18.621494, 1405, 3798.766822
22, 22, 10.000000, 7, 704650265, 5579300, 22.411653, 311049, 18.246782, 1093, 4559.216216
22, 22, 10.000000, 7, 979874251, 7737671, 22.883468, 432593, 18.722651, 1517, 7970.662127
22, 22, 10.000000, 7, 1412779944, 11185693, 23.415151, 625642, 19.254978, 2193, 9392.948964
22, 22, 10.000000, 7, 300316075, 2388249, 21.187522, 131443, 17.004078, 468, 4849.247707
22, 22, 10.000000, 7, 277562785, 2196828, 21.066990, 123686, 16.916323, 430, 2524.355995
22, 22, 10.000000, 7, 1834991541, 14472415, 23.786802, 811237, 19.629764, 2837, 14652.024914
22, 22, 10.000000, 7, 1724262651, 13637451, 23.701071, 764464, 19.544089, 2673, 20521.501833
22, 22, 10.000000, 7, 249183357, 1984036, 20.920007, 108984, 16.733757, 389, 2631.931146
22, 22, 10.000000, 7, 877825326, 6940497, 22.726608, 387761, 18.564808, 1360, 22597.132476
22, 22, 10.000000, 7, 1306723551, 10326169, 23.299802, 576142, 19.136065, 2024, 10911.585322
22, 22, 10.000000, 7, 180021492, 1426952, 20.444505, 80022, 16.288109, 279, 773.213553
22, 22, 10.000000, 7, 244387477, 1929656, 20.879912, 107626, 16.715667, 378, 3614.360445
22, 22, 10.000000, 7, 2815393245, 22252064, 24.407436, 1246078, 20.248963, 4363, 42722.603928
22, 22, 10.000000, 7, 2883759370, 22803293, 24.442739, 1273643, 20.280530, 4470, 31981.190268
22, 22, 10.000000, 7, 1247276202, 9836676, 23.229739, 550563, 19.070548, 1928, 29749.824239
22, 22, 10.000000, 7, 340371939, 2694006, 21.361322, 150455, 17.198973, 528, 7689.777870
22, 22, 10.000000, 7, 3586207883, 28344759, 24.756579, 1585253, 20.596282, 5557, 19279.254706
22, 22, 10.000000, 7, 2117057839, 16775411, 23.999845, 932662, 19.830995, 3289, 8867.972661
22, 22, 10.000000, 7, 429637140, 3382064, 21.689473, 189783, 17.533991, 663, 8916.291912
22, 22, 10.000000, 7, 3431840653, 27078454, 24.690642, 1514713, 20.530613, 5309, 49801.827208
22, 22, 10.000000, 7, 1323101394, 10454492, 23.317620, 583351, 19.154005, 2049, 5399.569336
22, 22, 10.000000, 7, 2365299331, 18712577, 24.157505, 1042553, 19.991689, 3668, 41403.228245
22, 22, 10.000000, 7, 3973394377, 31409992, 24.904720, 1758832, 20.746186, 6158, 21922.307010
